city,gu,dong,park_name,park_type,park_area,park_exercise_facility,park_entertainment_facility,park_benefit_facility,park_cultural_facitiy,park_facility_other,park_open_year,reference_date
서울특별시,관악구,신림동,색동,어린이공원,952.0,,그네+흔들말+조합놀이대,,,,1970.0,2018-08-16
서울특별시,관악구,청룡동,송학,어린이공원,1013.0,,조합놀이대,,,,1971.0,2018-08-16
서울특별시,관악구,청룡동,비안,어린이공원,1661.0,,그네+조합놀이대+시소+흔들말,,,,1972.0,2018-08-16
서울특별시,관악구,신사동,새빛,어린이공원,875.0,,그네+조합놀이대,,,,1977.0,2018-08-16
서울특별시,관악구,청룡동,용담,어린이공원,646.0,,그네+흔들말+조합놀이대+오르는기구,,,,1977.0,2018-08-16
서울특별시,관악구,청룡동,일선,어린이공원,1244.0,,그네+흔들말+조합놀이대,,,,1972.0,2018-08-16
서울특별시,관악구,청룡동,청룡,어린이공원,853.0,,미끄럼틀+흔들말+조합놀이대,,,,1972.0,2018-08-16
서울특별시,관악구,삼성동,약수암,어린이공원,1680.0,,흔들말+조합놀이대,,,,1973.0,2018-08-16
서울특별시,관악구,청룡동,충효,어린이공원,3188.0,,그네+흔들말+조합놀이대,,,,1979.0,2018-08-16
서울특별시,관악구,삼성동,해바라기,어린이공원,416.0,,조합놀이대,,,,1980.0,2018-08-16
서울특별시,관악구,청룡동,영락,어린이공원,206.0,,흔들말+조합놀이대,,,,1983.0,2018-08-16
서울특별시,관악구,삼성동,양산,어린이공원,297.0,,조합놀이대,,,,1988.0,2018-08-16
서울특별시,관악구,삼성동,합실,어린이공원,1297.0,,그네+흔들말+조합놀이대,,,,1997.0,2018-08-16
서울특별시,관악구,남현동,남태령제2,소공원,1310.0,,,,,,2013.0,2018-08-16
서울특별시,동작구,대방동,제비,어린이공원,1813.9,,,,,,1940.0,2018-02-19
서울특별시,동작구,상도동,상도,근린공원,359342.8,,,,,,1940.0,2018-02-19
서울특별시,동작구,노량진동,노량진,근린공원,416031.0,,,,,,1940.0,2018-02-19
서울특별시,동작구,본동,용봉정,근린공원,80803.0,,,,,,1940.0,2018-02-19
서울특별시,동작구,사당동,현충,근린공원,1106365.7,,,,,,1962.0,2018-02-19
서울특별시,동작구,노량진동,사육신,역사공원,47832.0,,,,,,1963.0,2018-02-19
서울특별시,동작구,상도동,꿈동산,어린이공원,613.8,,,,,,1963.0,2018-02-19
서울특별시,동작구,상도1동,해님,어린이공원,876.0,,,,,,1963.0,2018-02-19
서울특별시,동작구,사당동,삼일,근린공원,36660.0,,,,,,1968.0,2018-02-19
서울특별시,동작구,신대방동,은하수,어린이공원,4726.0,,,,,,1974.0,2018-02-19
서울특별시,동작구,상도동,장미,어린이공원,410.5,,,,,,1975.0,2018-02-19
서울특별시,동작구,사당동,노루,어린이공원,337.0,,,,,,1976.0,2018-02-19
서울특별시,동작구,사당동,새싹,어린이공원,780.0,,,,,,1976.0,2018-02-19
서울특별시,동작구,사당동,꿈돌이,어린이공원,761.0,,,,,,1977.0,2018-02-19
서울특별시,동작구,사당동,동산,어린이공원,466.1,,,,,,1977.0,2018-02-19
서울특별시,동작구,사당동,토끼,어린이공원,821.7,,,,,,1977.0,2018-02-19
서울특별시,동작구,대방동,참새,어린이공원,2982.7,,,,,,1977.0,2018-02-19
서울특별시,동작구,신대방동,칸나,소공원,241.0,,,,,,2012.0,2018-02-19
서울특별시,동작구,사당동,양지,어린이공원,568.0,,,,,,1979.0,2018-02-19
서울특별시,동작구,상도동,새벽,어린이공원,496.0,,,,,,1979.0,2018-02-19
서울특별시,동작구,상도동,옹달샘,어린이공원,445.0,,,,,,1980.0,2018-02-19
서울특별시,동작구,동작동,동작주차,근린공원,42220.0,,,,,,1981.0,2018-02-19
서울특별시,동작구,사당동,샛별,어린이공원,344.7,,,,,,1981.0,2018-02-19
서울특별시,동작구,사당동,반달,어린이공원,182.0,,,,,,1981.0,2018-02-19
서울특별시,동작구,사당동,늘푸른,어린이공원,1503.0,,,,,,1984.0,2018-02-19
서울특별시,동작구,본동,본동,어린이공원,2195.5,,,,,,1996.0,2018-02-19
서울특별시,동작구,사당동,개나리,어린이공원,454.0,,,,,,1997.0,2018-02-19
서울특별시,동작구,신대방동,청명,어린이공원,1024.0,,,,,,2002.0,2018-02-19
서울특별시,동작구,신대방동,해당화,어린이공원,374.0,,,,,,2002.0,2018-02-19
서울특별시,동작구,흑석동,비계,소공원,298.4,,,,,,2003.0,2018-02-19
서울특별시,동작구,상도동,태양,어린이공원,1514.5,,,,,,2005.0,2018-02-19
서울특별시,동작구,흑석동,서달,소공원,254.8,,,,,,2005.0,2018-02-19
서울특별시,동작구,사당동,까치,어린이공원,1604.3,,,,,,1970.0,2018-02-19
서울특별시,동작구,동작동,희망,어린이공원,2654.3,,,,,,2006.0,2018-02-19
서울특별시,동작구,사당동,남성,소공원,924.1,,,,,,2006.0,2018-02-19
서울특별시,동작구,본동,충효,소공원,1081.8,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,꿈나무,어린이공원,1500.0,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,빙수골,소공원,822.0,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,국화원,소공원,757.0,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,흐리목,소공원,1869.7,,,,,,2007.0,2018-02-19
서울특별시,동작구,흑석동,까망돌,어린이공원,1904.5,,,,,,2008.0,2018-02-19
서울특별시,동작구,사당동,해밀,어린이공원,2392.0,,,,,,2010.0,2018-02-19
서울특별시,동작구,상도동,영도,소공원,1737.0,,,,,,2012.0,2018-02-19
서울특별시,동작구,상도동,나비,소공원,564.1,,,,,,2012.0,2018-02-19
서울특별시,동작구,상도동,꽃담길,소공원,206.0,,,,,,2012.0,2018-02-19
서울특별시,동작구,흑석동,흑석,소공원,442.0,,,,,,2012.0,2018-02-19
서울특별시,금천구,가산동,골말,어린이공원,1485.0,,"""조합놀이대,흔들놀이""",음수대,,"""상록경로당,CCTV""",1979.0,2018-08-19
서울특별시,금천구,가산동,무아래,어린이공원,1162.6,,"""조합놀이대,흔들놀이""",음수대,,CCTV,1977.0,2018-08-19
서울특별시,금천구,가산동,조마,어린이공원,1003.0,,"""조합놀이대,시소,그네,흔들놀이""",,,"""매봉경로당,CCTV""",1971.0,2018-08-19
서울특별시,금천구,시흥동,금천폭포공원,근린공원,7650.0,,,,문화회관,CCTV,2005.0,2018-08-19
서울특별시,금천구,독산동,독산근린공원,근린공원,18005.5,"""축구장,배드민턴장""",,"""화장실,음수대""",,CCTV,1987.0,2018-08-19
서울특별시,금천구,독산동,독산자연공원,근린공원,7650.0,"""배드민턴장,테니스장""",,"""화장실,음수대,주차장""",,,1968.0,2018-08-19
서울특별시,금천구,시흥동,삼성산시민휴식공원,근린공원,10118.0,배드민턴장,"""조합놀이대,흔들놀이""",,,CCTV,1968.0,2018-08-19
서울특별시,금천구,독산동,금천체육공원,근린공원,18083.0,"""다목적운동장,농구장,배드민턴장""","""조합놀이대,흔들놀이,그네,시소""","""화장실,음수대,공중전화""",,CCTV,1968.0,2018-08-19
서울특별시,금천구,시흥동,산기슭공원,근린공원,8412.0,다목적운동장,조합놀이대,화장실,,CCTV,1968.0,2018-08-19
서울특별시,금천구,독산동,감로천생태공원,근린공원,15000.0,"""배드민턴장, 게이트볼장""",,,,CCTV,1968.0,2018-08-19
서울특별시,종로구,무악동,무악공원,어린이공원,5136.0,,,음수대,,,2015.0,2018-08-16
서울특별시,종로구,명륜1가,명륜공원,어린이공원,1149.5,,"""모래밭,조합놀이""",음수대,,,1980.0,2018-08-16
서울특별시,종로구,명륜3가,경학공원,어린이공원,3269.0,,,,,,2009.0,2018-08-16
서울특별시,종로구,신문로1가,덕수공원,소공원,873.0,,,,,,2009.0,2018-08-16
서울특별시,종로구,명륜3가,와룡공원,근린공원,204369.0,"""테니스장,배드민턴장,체력단련시설""",,"""화장실,음수대""",,,2010.0,2018-08-16
서울특별시,중구,정동,정동공원,근린공원,8230.0,,,화장실,,,1984.0,2018-05-21
서울특별시,중구,을지로5가,훈련원공원,근린공원,16735.0,x-game장,,화장실,,,1989.0,2018-05-21
서울특별시,중구,신당동,응봉공원,근린공원,107695.0,배드민턴장,,화장실,,,1977.0,2018-05-21
서울특별시,중구,충무로5가,묵정공원,어린이공원,3907.0,,조합놀이대,"""화장실,주차장""",,,1940.0,2018-05-21
서울특별시,중구,황학동,황학공원,어린이공원,1087.0,,조합놀이대,"""화장실,주차장""",,,1940.0,2018-05-21
서울특별시,중구,정동,배재공원,어린이공원,2877.0,,,화장실,무대,,1986.0,2018-05-21
서울특별시,중구,신당동,꿈누리공원,어린이공원,2569.0,,조합놀이대,,,,2007.0,2018-05-21
서울특별시,중구,신당동,동화공원,어린이공원,3071.0,,조합놀이대,,,,2007.0,2018-05-21
서울특별시,중구,순화동,순화어린이공원,어린이공원,1439.0,,조합놀이대,,,,2003.0,2018-05-21
서울특별시,중구,정동,진달래공원,소공원,713.0,,,,,,1985.0,2018-05-21
서울특별시,중구,만리동2가,만리2구역1공원,소공원,1204.2,,,,,,2017.0,2018-05-21
서울특별시,중구,만리동2가,만리2구역2공원,소공원,3394.5,,,,,,2017.0,2018-05-21
서울특별시,중구,만리동2가,손기정공원,체육공원,29682.0,"""축구장, 게이트볼장, 테니스장""",조합놀이대,"""화장실,주차장""",,,1987.0,2018-05-21
서울특별시,중구,순화동,순화문화공원,문화공원,2103.0,,,,,,1973.0,2018-05-21
서울특별시,동대문구,청량리동,청량,근린공원,242864.0,,,,홍릉수목원,,1940.0,2018-03-31
서울특별시,동대문구,신설동,우산각,어린이공원,5294.2,,"""조합놀이대, 흔들놀이, 그네""",화장실,도서관,다목적광장,1963.0,2018-03-31
서울특별시,동대문구,용두동,느티나무,어린이공원,1719.0,,,,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,안골,어린이공원,1652.3,,조합놀이대,음수전,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,마로니에,어린이공원,1656.2,,조합놀이대,,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,늘푸른,어린이공원,1653.1,,"""조합놀이대, 그네, 흔들놀이""",,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,늘봄,어린이공원,1659.2,,조합놀이대,화장실,,,1976.0,2018-03-31
서울특별시,동대문구,장안동,한내,어린이공원,1617.2,,"""조합놀이대, 회전놀이, 그네, 흔들놀이""",음수전,,,1976.0,2018-03-31
서울특별시,동대문구,전농동,이삭,어린이공원,354.2,,"""조합놀이대, 흔들놀이""",,,,1978.0,2018-03-31
서울특별시,동대문구,답십리동,쉼터,어린이공원,1695.0,,"""조합놀이대, 흔들놀이, 오르기""",음수전,,,1978.0,2018-03-31
서울특별시,동대문구,장안동,장안,근린공원,14744.8,"""배드민턴장, 족구장, 게이트볼장, 농구장 반코트""","""조합놀이대, 그네""","""정자, 벤치, 화장실""",독서실,"""바닥분수, 계류""",1988.0,2018-03-31
서울특별시,동대문구,장안동,장평,근린공원,15698.4,테니스장,,"""정자, 벤치, 화장실""",,벽천,1990.0,2018-03-31
서울특별시,동대문구,장안동,미나리,어린이공원,1636.3,,"""조합놀이대, 그네, 회전놀이, 흔들놀이""",화장실,,,1991.0,2018-03-31
서울특별시,동대문구,장안동,장미,어린이공원,1652.8,,"""조합놀이대, 그네, 시소, 흔들놀이""",,,,1991.0,2018-03-31
서울특별시,동대문구,장안동,샛별,어린이공원,1652.9,,"""조합놀이대, 그네, 흔들놀이""",,,,1991.0,2018-03-31
서울특별시,동대문구,이문동,천장,어린이공원,1656.0,,,,,,1991.0,2018-03-31
서울특별시,동대문구,청량리동,홍릉,근린공원,102920.0,배드민턴장,"""조합놀이대, 모래놀이터""","""파고라, 전망데크, 벤치, 화장실""",정보화도서관,,1994.0,2018-03-31
서울특별시,동대문구,답십리동,답십리,근린공원,160419.1,"""배드민턴장, 지압보도""",,"""파고라, 벤치, 화장실""",,,1996.0,2018-03-31
서울특별시,동대문구,전농동,배봉산,근린공원,265582.0,"""배드민턴장, 지압보도""","""조합놀이대, 그네, 흔들놀이대, 숲속놀이터, 모래놀이터""","""정자, 벤치, 화장실""",야외공연장,"""황톳길,무장애길,야생화단지,유아숲체험장""",1997.0,2018-03-31
서울특별시,동대문구,장안동,미리내,어린이공원,833.0,,"""조합놀이대, 흔들놀이""",음수전,,,2000.0,2018-03-31
서울특별시,동대문구,장안동,이슬,어린이공원,336.0,,"""자동차놀이대, 기차신호등""",음수전,,,2000.0,2018-03-31
서울특별시,동대문구,용두동,용머리,어린이공원,738.5,,"""조합놀이대, 흔들놀이, 회전놀이""",,,,2000.0,2018-03-31
서울특별시,동대문구,장안동,장일,어린이공원,992.0,,"""조합놀이대, 시소, 그네""",,,,2000.0,2018-03-31
서울특별시,동대문구,휘경동,아름,어린이공원,1116.0,,조합놀이대,,,,2000.0,2018-03-31
서울특별시,동대문구,이문동,독구말,어린이공원,973.0,,"""조합놀이대, 흔들놀이, 회전놀이""",,,,2000.0,2018-03-31
서울특별시,동대문구,답십리동,동산,어린이공원,1359.2,,"""조합놀이대, 그네, 시소, 흔들놀이""",음수전,,,2002.0,2018-03-31
서울특별시,동대문구,휘경동,보림,어린이공원,1592.0,,조합놀이대,,,,2004.0,2018-03-31
서울특별시,동대문구,용두동,용두희망,어린이공원,1422.0,,"""조합놀이대, 그네, 회전놀이, 흔들놀이""",,,,2004.0,2018-03-31
서울특별시,동대문구,제기동,방아다리,어린이공원,1537.0,,"""조합놀이대, 그네""",,,,2006.0,2018-03-31
서울특별시,동대문구,용두동,용두,근린공원,17182.0,,"""조합놀이대, 흔들놀이대""",벤치,야외공연장,"""환경자원센터,바닥분수,계류""",2006.0,2018-03-31
서울특별시,동대문구,전농동,활터(가칭),근린공원,5408.0,,"""조합놀이대, 흔들놀이대""","""파고라, 벤치""",,계류,2007.0,2018-03-31
서울특별시,동대문구,답십리동,새샘(가칭),근린공원,9052.0,,"""조합놀이대, 그네, 회전무대""","""파고라, 벤치""",,"""바닥분수, 계류""",2007.0,2018-03-31
서울특별시,동대문구,답십리동,장령당,소공원,1424.0,,,음수전,,,2007.0,2018-03-31
서울특별시,동대문구,휘경동,휘봉,어린이공원,1398.0,,"""조합놀이대, 흔들놀이""",,,,2010.0,2018-03-31
서울특별시,동대문구,답십리동,꿈동산,어린이공원,1570.7,,"""조합놀이대, 그네, 흔들놀이, 회전놀이""",,,,2010.0,2018-03-31
서울특별시,동대문구,회기동,작은언덕,소공원,400.0,,,,,,2011.0,2018-03-31
서울특별시,동대문구,전농동,아름드리,어린이공원,2626.5,,"""조합놀이대, 흔들놀이, 회전놀이, 시소""",,,,2011.0,2018-03-31
서울특별시,동대문구,제기동,선농단,역사공원,3933.0,,,,,,2012.0,2018-03-31
서울특별시,동대문구,휘경동,내길,소공원,514.9,,,,,,2012.0,2018-03-31
서울특별시,동대문구,휘경동,진달래,어린이공원,2345.0,,"""조합놀이대, 그네""",,,,2014.0,2018-03-31
서울특별시,동대문구,용두동,용두4구역,소공원,1763.2,,,,,,2015.0,2018-03-31
서울특별시,영등포구,당산동4가,이음소공원,소공원,732.0,헬스형 운동기구 등,,평의자 등,,,2007.0,2018-02-20
서울특별시,영등포구,도림동,고추말어린이공원,어린이공원,3071.0,헬스형 운동기구 등,조합놀이대,"""파고라, 음수대 등""",,,1963.0,2018-02-20
서울특별시,영등포구,당산동4가,새말소공원,소공원,1642.0,헬스형 운동기구 등,,평의자 등,,,2011.0,2018-02-20
서울특별시,영등포구,영등포동2가,중마루근린공원,근린공원,6456.0,족구장,,"""음수대, 평의자 등""",,,1998.0,2018-02-20
서울특별시,영등포구,영등포동,중앙어린이공원,어린이공원,3671.0,헬스형 운동기구 등,조합놀이대,"""파고라, 평의자 등""",,,1940.0,2018-02-20
서울특별시,영등포구,문래동3가,문래근린공원,근린공원,23611.0,"""배드민턴장, 게이트볼장""",조합놀이대,"""음수대, 평의자 등""",,,1940.0,2018-02-20
서울특별시,영등포구,당산동5가,당산나루소공원,소공원,1339.0,헬스형 운동기구 등,,"""파고라, 평의자 등""",,,2009.0,2018-02-20
서울특별시,영등포구,영등포동8가,서강어린이공원,어린이공원,1797.0,헬스형 운동기구 등,조합놀이대,"""파고라, 평의자 등""",,,1982.0,2018-02-20
서울특별시,도봉구,창동,월천근린공원,근린공원,10712.0,"""배드민턴장, 체력단련장""","""시소, 조합놀이대""","""화장실, 음수대""",,연못,1985.0,2018-05-15
서울특별시,도봉구,창동,초안산 근린공원,근린공원,664905.0,"""운동장, 축구장, 농구장, 배드민턴장, 골프연습장, 체력단련장""",,"""주차장, 매점, 화장실, 음수대""",도서관,"""연못, 분수""",1993.0,2018-05-15
서울특별시,성동구,옥수동,달맞이,근린공원,63411.43,"""배드민턴장 2개소, 체력단련시설 6개소 36개""","""조합놀이대 1기, 시소 2개""",화장실 1개소,없음,없음,1940.0,2018-08-13
